Customer ID,Recency,Frequency,Monetary,DistinctProducts,Country,HighValue
15234,277,1,197.0,14,United Kingdom,0
15235,218,16,2937.81,161,United Kingdom,1
15236,299,1,321.05,15,United Kingdom,0
15237,2,4,1412.32,94,United Kingdom,0
15238,29,3,1071.99,49,United Kingdom,0
15239,10,2,780.59,48,United Kingdom,0
15240,45,12,4459.98,134,United Kingdom,1
15241,67,11,3050.16,120,United Kingdom,1
15242,422,1,302.04,4,United Kingdom,0
15243,74,2,927.2800000000001,56,United Kingdom,0
15244,65,3,912.08,44,United Kingdom,0
15245,134,8,4610.84,72,United Kingdom,1
15246,238,3,780.4,45,United Kingdom,0
15247,122,3,976.06,13,United Kingdom,0
15248,411,3,1893.93,103,United Kingdom,0
15249,32,18,9266.0,304,United Kingdom,1
15250,641,1,60.0,3,United Kingdom,0
15251,9,21,20324.54,183,United Kingdom,1
15252,36,5,2103.41,106,United Kingdom,0
15253,16,8,2055.09,102,United Kingdom,0
15254,127,3,1088.35,64,United Kingdom,0
15255,67,9,3729.42,137,United Kingdom,1
15256,149,2,170.4,6,United Kingdom,0
15257,283,2,685.9,11,United Kingdom,0
15258,169,2,623.16,32,United Kingdom,0
15259,513,4,1182.3799999999999,50,United Kingdom,0
15260,100,25,9188.23,186,United Kingdom,1
15261,135,4,1508.0,87,United Kingdom,0
15262,324,3,418.82,22,United Kingdom,0
15263,107,1,156.51,12,United Kingdom,0
15264,64,2,848.4,52,United Kingdom,0
15265,151,4,3345.64,179,United Kingdom,1
15266,338,5,852.21,38,United Kingdom,0
15267,22,5,1717.36,8,United Kingdom,0
15268,479,3,961.9000000000001,21,United Kingdom,0
15269,24,3,1225.3600000000001,33,United Kingdom,0
15270,16,21,8524.86,66,United Kingdom,1
15271,7,24,4709.54,369,United Kingdom,1
15272,57,6,2085.48,257,United Kingdom,0
15273,600,1,228.96,1,United Kingdom,0
15274,4,2,716.57,44,United Kingdom,0
15275,38,1,615.14,41,United Kingdom,0
15276,66,4,649.53,160,United Kingdom,0
15277,47,2,476.34,23,United Kingdom,0
15278,562,4,496.15999999999997,29,United Kingdom,0
15279,355,5,1580.54,74,United Kingdom,0
15280,172,3,406.21999999999997,48,United Kingdom,0
15281,59,16,8543.57,427,United Kingdom,1
15282,570,1,348.59,27,United Kingdom,0
15283,390,3,148.33,9,United Kingdom,0
15284,500,1,24.75,1,United Kingdom,0
15285,408,1,94.92,6,United Kingdom,0
15286,50,1,240.55,3,United Kingdom,0
15287,22,5,856.03,23,United Kingdom,0
15288,43,10,3883.13,128,United Kingdom,1
15289,29,5,1593.09,67,United Kingdom,0
15290,5,26,10496.28,106,United Kingdom,1
15291,26,40,13846.56,116,United Kingdom,1
15292,201,1,180.94,24,United Kingdom,0
15293,666,1,247.5,19,United Kingdom,0
15294,411,1,233.35,15,United Kingdom,0
15295,654,1,217.23999999999998,50,United Kingdom,0
15296,51,12,10342.83,342,United Kingdom,1
15297,10,3,641.94,30,United Kingdom,0
15298,2,23,9459.37,199,United Kingdom,1
15299,67,10,7991.54,9,United Kingdom,1
15300,64,1,496.44,28,United Kingdom,0
15301,51,17,7603.4400000000005,231,United Kingdom,1
15302,730,1,308.0,15,United Kingdom,0
15303,290,3,1224.18,63,United Kingdom,0
15304,61,9,919.5500000000001,8,United Kingdom,0
15305,555,1,93.6,5,United Kingdom,0
15306,64,9,3484.73,123,United Kingdom,1
15307,96,1,205.3,12,United Kingdom,0
15308,274,1,310.47,19,United Kingdom,0
15309,611,4,797.96,49,United Kingdom,0
15310,479,1,1634.64,45,United Kingdom,0
15311,1,208,116771.16,864,United Kingdom,1
15312,75,12,2930.19,118,United Kingdom,1
15313,110,1,52.0,1,United Kingdom,0
15314,199,3,820.4499999999999,49,United Kingdom,0
15315,64,2,570.5,35,United Kingdom,0
15316,327,1,165.0,1,United Kingdom,0
15317,677,1,129.75,5,United Kingdom,0
15318,4,1,312.62,33,United Kingdom,0
15319,284,1,204.5,16,United Kingdom,0
15320,44,1,267.13,36,United Kingdom,0
15321,71,12,6709.7300000000005,242,United Kingdom,1
15322,86,2,1390.86,76,United Kingdom,0
15323,563,3,434.6,29,United Kingdom,0
15324,701,1,140.22000000000003,8,United Kingdom,0
15325,104,8,1602.01,164,United Kingdom,0
15326,334,5,1700.52,94,United Kingdom,0
15327,53,1,208.75,10,United Kingdom,0
15328,408,1,107.24,8,United Kingdom,0
15329,39,11,2984.33,98,United Kingdom,1
15330,32,2,714.96,10,United Kingdom,0
15331,500,3,767.91,41,United Kingdom,0
15332,366,6,6553.74,113,Lithuania,1
15333,208,1,1028.56,16,United Kingdom,0
15334,157,3,351.67,67,United Kingdom,0
15335,54,1,173.97,34,United Kingdom,0
15336,402,1,240.5,15,United Kingdom,0
15337,411,1,373.02,21,United Kingdom,0
15338,677,1,283.43,56,United Kingdom,0
15339,66,7,1827.84,162,United Kingdom,0
15340,562,1,105.5,7,United Kingdom,0
15341,81,2,2402.7200000000003,22,United Kingdom,1
15342,130,1,406.09,24,United Kingdom,0
15343,87,1,364.5,21,United Kingdom,0
15344,1,3,563.94,21,United Kingdom,0
15345,46,1,393.54,20,United Kingdom,0
15346,333,3,596.12,36,United Kingdom,0
15347,366,4,1363.6,29,United Kingdom,0
15348,72,1,158.04,9,United Kingdom,0
15349,158,2,473.81,65,United Kingdom,0
15350,373,2,663.25,26,United Kingdom,0
15351,12,10,3738.29,201,United Kingdom,1
15352,549,1,114.95,34,United Kingdom,0
15353,255,7,3175.95,274,United Kingdom,1
15354,603,3,284.4,1,United Kingdom,0
15355,29,2,277.05,9,United Kingdom,0
15356,31,13,3464.95,290,United Kingdom,1
15358,5,42,17050.41,359,United Kingdom,1
15359,663,8,181.35,10,United Kingdom,0
15360,40,1,427.93,13,United Kingdom,0
15361,362,4,689.07,10,United Kingdom,0
15362,449,2,613.08,38,United Kingdom,0
15363,373,2,1004.11,32,United Kingdom,0
15364,96,2,913.19,29,United Kingdom,0
15365,26,13,4557.13,126,United Kingdom,1
15366,75,7,2389.08,86,United Kingdom,1
15367,57,11,5081.33,214,United Kingdom,1
15368,21,2,722.74,8,United Kingdom,0
15369,492,11,6251.26,44,United Kingdom,1
15370,41,8,3739.01,90,United Kingdom,1
15371,662,1,59.400000000000006,1,United Kingdom,0
15372,137,8,6017.06,45,United Kingdom,1
15373,8,17,3421.39,107,United Kingdom,1
15374,129,2,307.32,8,United Kingdom,0
15375,690,1,60.959999999999994,6,United Kingdom,0
15376,40,3,1233.3600000000001,100,United Kingdom,0
15377,383,4,1211.75,15,United Kingdom,0
15378,463,2,246.5,8,United Kingdom,0
15379,169,8,4877.84,177,United Kingdom,1
15380,9,11,3479.0600000000004,27,United Kingdom,1
15381,214,5,1890.5700000000002,20,United Kingdom,0
15382,15,12,13733.550000000001,315,United Kingdom,1
15384,170,4,2027.79,83,United Kingdom,0
15385,40,3,942.08,18,United Kingdom,0
15386,186,1,394.14,31,United Kingdom,0
15387,492,1,468.65,20,United Kingdom,0
15388,270,1,140.54,10,Canada,0
15389,172,5,2733.8,2,United Kingdom,1
15390,396,2,1216.66,77,Canada,0
15391,584,1,289.87,12,United Kingdom,0
15392,5,7,2911.62,100,United Kingdom,1
15393,16,5,891.34,37,United Kingdom,0
15394,10,11,5286.8,129,United Kingdom,1
15395,326,1,107.45,7,United Kingdom,0
15396,113,2,796.38,16,United Kingdom,0
15397,290,1,94.0,6,United Kingdom,0
15398,16,2,1345.53,60,United Kingdom,0
15399,1,3,815.77,45,United Kingdom,0
15400,92,8,1302.3,16,United Kingdom,0
15401,452,2,216.95000000000002,14,United Kingdom,0
15402,149,6,1830.54,79,United Kingdom,0
15403,492,2,170.88,6,United Kingdom,0
15404,376,1,257.06,16,United Kingdom,0
15405,189,2,659.84,29,United Kingdom,0
15406,31,4,975.87,108,United Kingdom,0
15407,34,4,1056.44,142,United Kingdom,0
15408,264,1,267.18,34,United Kingdom,0
15409,721,1,131.25,9,United Kingdom,0
15410,84,10,4685.72,80,United Kingdom,1
15411,26,4,1358.88,86,United Kingdom,0
15412,171,1,190.53,10,United Kingdom,0
15413,692,5,6798.72,20,United Kingdom,1
15414,10,3,774.9000000000001,37,United Kingdom,0
15415,313,1,572.8100000000001,46,United Kingdom,0
15416,65,7,4572.82,189,United Kingdom,1
15417,85,1,508.8,28,United Kingdom,0
15418,425,2,452.32,64,United Kingdom,0
15419,25,1,135.86,8,United Kingdom,0
15420,434,6,743.0,52,United Kingdom,0
15421,59,10,3805.34,170,United Kingdom,1
15422,323,7,1619.97,80,United Kingdom,0
15423,38,3,266.89,13,United Kingdom,0
15424,254,3,597.78,33,United Kingdom,0
15425,400,4,1944.57,114,United Kingdom,0
15426,19,9,2615.39,327,United Kingdom,1
15427,33,3,1483.14,233,United Kingdom,0
15428,15,4,762.75,39,United Kingdom,0
15429,27,2,397.35,77,United Kingdom,0
15430,468,2,954.75,36,United Kingdom,0
15431,503,1,153.24,2,United Kingdom,0
15432,23,2,320.76,16,United Kingdom,0
15433,214,2,533.3,40,United Kingdom,0
15434,8,11,2567.06,82,United Kingdom,1
15435,22,1,149.29,29,United Kingdom,0
15436,12,3,1122.53,243,United Kingdom,0
15437,262,2,393.45,56,United Kingdom,0
15438,131,1,156.57999999999998,25,United Kingdom,0
15439,405,4,1269.05,49,United Kingdom,0
15440,55,3,383.68,50,United Kingdom,0
15441,396,3,1254.21,45,United Kingdom,0
15442,249,1,594.0,2,United Kingdom,0
15443,2,14,5175.93,408,United Kingdom,1
15444,9,2,1418.26,191,United Kingdom,0
15445,264,2,284.5,12,United Kingdom,0
15446,377,3,406.95,90,United Kingdom,0
15447,331,5,492.88,27,United Kingdom,0
15448,313,2,788.81,49,United Kingdom,0
15449,26,3,974.52,47,United Kingdom,0
15450,30,1,429.84,30,United Kingdom,0
15451,434,2,233.21,56,United Kingdom,0
15452,30,6,1799.1100000000001,158,United Kingdom,0
15453,2,7,1388.37,169,United Kingdom,0
15454,362,2,307.69,35,United Kingdom,0
15455,598,1,38.25,2,United Kingdom,0
15456,283,10,2119.27,128,United Kingdom,0
15457,262,1,237.07,56,United Kingdom,0
15458,25,2,370.43999999999994,13,United Kingdom,0
15459,417,2,202.82999999999998,6,United Kingdom,0
15460,354,1,216.76,53,United Kingdom,0
15461,461,2,429.7,1,United Kingdom,0
15462,94,4,737.05,32,United Kingdom,0
15463,29,1,126.14,7,United Kingdom,0
15464,338,1,1048.85,155,United Kingdom,0
15465,20,32,12655.65,94,United Kingdom,1
15466,85,4,1571.01,211,United Kingdom,0
15467,9,3,524.88,41,United Kingdom,0
15468,51,3,1430.48,80,United Kingdom,0
15469,50,3,874.25,38,United Kingdom,0
15470,576,1,63.419999999999995,4,United Kingdom,0
15471,2,3,1316.56,122,United Kingdom,0
15472,113,1,371.56,76,United Kingdom,0
15473,14,8,2046.0,5,United Kingdom,0
15474,596,1,163.1,19,United Kingdom,0
15475,77,1,454.10999999999996,29,United Kingdom,0
15476,380,4,2209.98,67,United Kingdom,0
15477,650,1,368.4,2,United Kingdom,0
15478,40,3,2024.98,53,United Kingdom,0
15479,733,1,147.4,9,United Kingdom,0
15480,116,5,6279.0,199,Malta,1
15481,401,1,1993.34,38,Norway,0
15482,16,19,14592.56,74,United Kingdom,1
15483,161,10,862.2,216,United Kingdom,0
15484,1,6,4656.0,180,United Kingdom,1
15485,30,7,5771.51,80,United Kingdom,1
15486,527,1,102.0,1,United Kingdom,0
15487,680,1,231.32,14,United Kingdom,0
15488,93,5,431.92,10,United Kingdom,0
15489,23,8,2419.61,75,United Kingdom,1
15490,430,1,217.6,22,United Kingdom,0
15491,95,6,3100.09,108,United Kingdom,1
15492,28,2,659.4599999999999,32,United Kingdom,0
15493,33,9,4314.9800000000005,289,United Kingdom,1
15494,21,5,3780.05,307,United Kingdom,1
15495,379,1,246.5,20,United Kingdom,0
15496,631,1,146.14000000000001,22,United Kingdom,0
15497,18,9,8657.39,66,United Kingdom,1
15498,3,44,26039.58,597,United Kingdom,1
15499,724,1,161.6,40,United Kingdom,0
15500,8,4,1131.56,64,United Kingdom,0
15501,405,2,402.5,64,United Kingdom,0
15502,16,14,13993.47,231,United Kingdom,1
15503,363,2,267.15,112,United Kingdom,0
15504,81,4,423.85,42,United Kingdom,0
15505,53,5,3610.96,90,United Kingdom,1
15506,23,6,2040.03,180,United Kingdom,0
15507,172,1,492.36,41,United Kingdom,0
15508,189,6,1000.27,78,United Kingdom,0
15509,380,1,166.51,26,United Kingdom,0
15510,331,1,250.0,1,United Kingdom,0
15511,12,5,909.23,117,United Kingdom,0
15512,156,4,331.58,29,United Kingdom,0
15513,33,35,27750.55,278,United Kingdom,1
15514,12,18,6598.55,171,United Kingdom,1
15515,387,1,171.81,7,United Kingdom,0
15516,45,3,62.43,15,United Kingdom,0
15517,233,1,267.03,27,United Kingdom,0
15518,64,15,4218.94,250,United Kingdom,1
15519,383,2,344.61,34,United Kingdom,0
15520,2,1,343.5,18,United Kingdom,0
15521,40,16,7106.69,186,United Kingdom,1
15522,33,2,398.84,47,United Kingdom,0
15523,84,16,17359.99,65,United Kingdom,1
15524,25,2,591.4,9,United Kingdom,0
15525,2,4,1295.7,152,United Kingdom,0
15526,33,2,148.44,4,United Kingdom,0
15527,19,23,5575.64,226,United Kingdom,1
15528,254,1,229.33,26,United Kingdom,0
15529,23,12,5111.95,451,United Kingdom,1
15530,22,5,1813.72,111,United Kingdom,0
15531,8,2,2007.44,196,United Kingdom,0
15532,25,10,3771.9,417,United Kingdom,1
15533,19,3,807.57,73,United Kingdom,0
15534,726,1,162.25,8,United Kingdom,0
15535,173,6,1087.82,88,United Kingdom,0
15536,409,1,259.09,16,United Kingdom,0
15537,163,1,110.92,24,United Kingdom,0
15538,538,6,3358.3999999999996,3,United Kingdom,1
15539,7,1,538.46,41,United Kingdom,0
15540,11,2,460.68,31,United Kingdom,0
15541,114,1,85.13000000000001,29,United Kingdom,0
15542,512,3,918.45,212,United Kingdom,0
15543,288,2,242.84,50,United Kingdom,0
15544,9,20,8162.43,175,United Kingdom,1
15545,54,2,428.05,78,United Kingdom,0
15546,607,2,1079.1000000000001,6,United Kingdom,0
15547,7,26,10154.39,652,United Kingdom,1
15548,596,1,158.09,23,United Kingdom,0
15549,77,8,2345.96,139,United Kingdom,1
15550,4,12,2218.8,166,United Kingdom,0
15551,37,7,1710.08,117,United Kingdom,0
15552,217,2,252.52,29,United Kingdom,0
15553,60,1,437.23,51,United Kingdom,0
15554,278,1,217.2,14,United Kingdom,0
15555,12,36,12112.35,667,United Kingdom,1
15556,24,1,279.77,31,United Kingdom,0
15557,29,1,473.65000000000003,16,United Kingdom,0
15558,639,1,214.13,23,United Kingdom,0
15559,568,1,1109.4,62,United Kingdom,0
15560,398,2,153.52,10,United Kingdom,0
15561,12,8,1934.3899999999999,65,United Kingdom,0
15562,352,3,673.3800000000001,32,United Kingdom,0
15563,22,7,2867.0,179,United Kingdom,1
15564,463,2,70.74000000000001,4,United Kingdom,0
15565,50,2,173.16,8,United Kingdom,0
15566,393,2,227.87,9,United Kingdom,0
15567,19,1,186.01,7,United Kingdom,0
15568,3,3,758.29,27,United Kingdom,0
15569,104,10,3586.35,123,United Kingdom,1
15570,7,25,9311.04,442,United Kingdom,1
15571,12,14,4051.63,442,United Kingdom,1
15572,5,10,4068.67,259,United Kingdom,1
15573,32,5,1207.18,181,United Kingdom,0
15574,178,6,1518.7,191,United Kingdom,0
15575,620,1,30.1,3,United Kingdom,0
15576,38,1,940.6700000000001,43,United Kingdom,0
15577,151,5,397.98,58,United Kingdom,0
15578,162,1,127.1,13,United Kingdom,0
15579,69,5,1302.5,140,United Kingdom,0
15580,377,8,1381.19,150,United Kingdom,0
15581,121,38,7794.59,542,United Kingdom,1
15582,25,3,682.9100000000001,39,United Kingdom,0
15583,376,1,107.86,37,United Kingdom,0
15584,24,6,1277.5,174,United Kingdom,0
15585,177,1,455.3,31,United Kingdom,0
15586,593,3,1139.1,30,United Kingdom,0
15587,50,7,1522.0800000000002,3,United Kingdom,0
15588,678,1,579.6,4,United Kingdom,0
15589,256,3,478.53000000000003,28,United Kingdom,0
15590,382,5,1496.6,75,United Kingdom,0
15591,583,3,217.9,6,United Kingdom,0
15592,47,1,388.58,24,United Kingdom,0
15593,71,1,199.8,5,United Kingdom,0
15594,16,5,1771.78,85,United Kingdom,0
15595,488,1,357.6,4,United Kingdom,0
15596,101,9,3130.04,82,United Kingdom,1
15597,35,2,563.37,35,United Kingdom,0
15598,53,2,548.02,32,United Kingdom,0
15599,27,3,1250.06,77,United Kingdom,0
15600,428,4,1199.31,55,United Kingdom,0
15601,11,30,14960.12,310,United Kingdom,1
15602,8,16,3230.51,62,United Kingdom,1
15603,79,2,88.48,4,United Kingdom,0
15604,52,1,216.39,17,United Kingdom,0
15605,36,9,1936.8,80,United Kingdom,0
15606,61,17,5230.99,84,United Kingdom,1
15607,337,9,1708.97,95,United Kingdom,0
15608,28,5,1785.98,93,United Kingdom,0
15609,184,1,298.48,16,United Kingdom,0
15610,52,1,112.46000000000001,6,United Kingdom,0
15611,10,26,2997.28,43,United Kingdom,1
15612,36,2,195.15,4,United Kingdom,0
15613,610,1,433.71999999999997,27,United Kingdom,0
15614,438,4,3147.36,73,United Kingdom,1
15615,10,47,21373.97,292,United Kingdom,1
15616,438,1,317.11,13,United Kingdom,0
15617,396,3,828.5500000000001,41,United Kingdom,0
15618,33,4,776.851,39,United Kingdom,0
15619,11,1,336.40000000000003,3,United Kingdom,0
15620,57,4,1942.36,114,United Kingdom,0
15621,4,4,1293.03,11,United Kingdom,0
15622,43,17,7852.61,331,United Kingdom,1
15623,141,8,2437.05,91,United Kingdom,1
15624,117,4,588.13,26,United Kingdom,0
15625,104,9,3236.4,106,United Kingdom,1
15626,75,3,1067.52,73,United Kingdom,0
15627,457,2,566.9,23,United Kingdom,0
15628,5,17,5652.26,136,United Kingdom,1
15629,450,4,2240.9,39,United Kingdom,0
15630,45,3,1481.4,76,United Kingdom,0
15631,642,1,596.67,39,United Kingdom,0
15632,16,8,3285.31,107,United Kingdom,1
15633,509,13,4352.46,77,United Kingdom,1
15634,17,2,554.65,34,United Kingdom,0
15635,396,1,100.35,2,United Kingdom,0
15636,90,4,1444.58,39,United Kingdom,0
15637,53,5,797.59,37,United Kingdom,0
15638,379,6,2265.2,20,United Kingdom,0
15639,134,3,1065.08,61,United Kingdom,0
15640,4,29,23957.58,303,United Kingdom,1
15641,105,12,5345.55,249,United Kingdom,1
15642,730,1,105.78000000000002,6,United Kingdom,0
15643,192,3,664.0,31,United Kingdom,0
15644,166,4,813.0,166,United Kingdom,0
15645,19,3,1055.17,59,United Kingdom,0
15646,158,5,974.61,65,United Kingdom,0
15647,415,1,169.0,11,United Kingdom,0
15648,204,2,657.35,23,United Kingdom,0
15649,336,4,2170.35,8,United Kingdom,0
15650,522,2,553.88,33,United Kingdom,0
15651,37,5,1259.06,52,United Kingdom,0
15652,91,5,1420.34,93,United Kingdom,0
15653,93,2,877.4399999999999,4,United Kingdom,0
15654,9,2,922.53,15,United Kingdom,0
15655,243,1,560.67,34,United Kingdom,0
15656,45,4,748.5,46,United Kingdom,0
15657,23,1,30.0,1,United Kingdom,0
15658,190,8,2423.4700000000003,79,United Kingdom,1
15659,44,3,532.49,14,United Kingdom,0
15660,25,15,2812.99,73,United Kingdom,1
15661,317,8,1215.95,27,United Kingdom,0
15662,661,2,283.73,12,United Kingdom,0
15663,106,1,138.14,9,United Kingdom,0
15664,51,4,1254.03,54,United Kingdom,0
15665,168,5,4015.12,163,United Kingdom,1
15666,472,2,632.9399999999999,62,United Kingdom,0
15667,40,1,301.32,13,United Kingdom,0
15668,218,1,76.32000000000001,1,United Kingdom,0
15669,40,4,684.34,31,United Kingdom,0
15670,297,2,325.2,19,United Kingdom,0
15671,19,7,2657.13,52,United Kingdom,1
15672,725,1,45.300000000000004,3,United Kingdom,0
15673,88,9,6414.79,177,United Kingdom,1
15674,73,13,6948.2300000000005,262,United Kingdom,1
15675,81,4,542.04,32,United Kingdom,0
15676,19,3,3435.76,191,United Kingdom,1
15677,49,3,1305.63,63,United Kingdom,0
15678,53,3,1893.89,77,United Kingdom,0
15679,24,4,781.28,98,United Kingdom,0
15680,9,10,4507.58,155,United Kingdom,1
15681,25,14,2989.7,48,United Kingdom,1
15682,599,2,318.24,25,United Kingdom,0
15683,117,2,524.54,25,United Kingdom,0
15684,547,3,173.95,9,United Kingdom,0
15685,450,1,55.980000000000004,17,United Kingdom,0
15686,420,1,90.0,1,United Kingdom,0
15687,9,9,2993.1,119,United Kingdom,1
15688,419,1,190.57,26,United Kingdom,0
15689,120,3,521.03,20,United Kingdom,0
15690,4,2,239.76,19,United Kingdom,0
15691,252,4,571.3,12,United Kingdom,0
15692,28,1,191.04,12,United Kingdom,0
15693,659,1,37.5,1,United Kingdom,0
15694,1,24,10810.81,55,United Kingdom,1
15695,267,4,1131.04,55,United Kingdom,0
15696,33,13,3906.57,163,United Kingdom,1
15697,690,1,246.75,14,United Kingdom,0
15698,624,1,46.2,2,United Kingdom,0
15699,18,1,309.65,18,United Kingdom,0
15700,172,2,696.68,85,United Kingdom,0
15701,2,4,1542.14,193,United Kingdom,0
15702,476,2,140.39000000000001,30,Nigeria,0
15703,265,1,211.5,5,United Kingdom,0
15704,140,6,3817.96,129,United Kingdom,1
15705,201,1,143.1,6,United Kingdom,0
15706,64,4,1060.56,50,United Kingdom,0
15707,35,4,945.58,126,United Kingdom,0
15708,41,9,4378.72,135,United Kingdom,1
15709,284,2,327.85,26,United Kingdom,0
15710,417,1,898.87,110,United Kingdom,0
15711,557,2,420.25,25,United Kingdom,0
15712,9,12,3472.4100000000003,86,United Kingdom,1
15713,143,4,1010.79,48,United Kingdom,0
15714,12,5,784.8100000000001,45,United Kingdom,0
15715,556,5,658.02,33,United Kingdom,0
15716,146,11,3056.81,188,United Kingdom,1
15717,234,5,607.0,17,United Kingdom,0
15718,540,1,293.79,18,United Kingdom,0
15719,33,31,10223.06,449,United Kingdom,1
15720,24,2,741.92,152,United Kingdom,0
15721,12,1,507.08,80,United Kingdom,0
15722,36,11,5258.1,91,United Kingdom,1
15723,365,4,947.65,108,United Kingdom,0
15724,201,3,310.85,17,United Kingdom,0
15725,15,1,415.25,32,United Kingdom,0
15726,390,1,321.91,23,United Kingdom,0
15727,17,15,9445.51,426,United Kingdom,1
15728,380,2,544.6,10,United Kingdom,0
15729,213,3,192.55,10,United Kingdom,0
15730,66,5,1726.58,102,United Kingdom,0
15731,554,1,125.3,8,United Kingdom,0
15732,212,10,1682.07,53,United Kingdom,0
15733,283,1,162.3,10,United Kingdom,0
15734,115,4,2263.3,36,United Kingdom,0
15735,421,1,327.68,19,United Kingdom,0
15736,435,2,1815.72,95,United Kingdom,0
15737,15,8,1205.1200000000001,60,United Kingdom,0
15738,19,41,13372.970000000001,70,United Kingdom,1
15739,66,1,449.12,8,United Kingdom,0
15740,49,1,154.88,9,United Kingdom,0
15741,458,2,208.62,11,United Kingdom,0
15742,619,1,156.87,41,United Kingdom,0
15743,16,4,784.46,59,United Kingdom,0
15744,78,1,34.8,3,United Kingdom,0
15745,19,4,1094.59,57,United Kingdom,0
15746,134,1,196.88,28,United Kingdom,0
15747,13,9,2562.61,116,United Kingdom,1
15748,40,3,614.7600000000001,34,United Kingdom,0
15749,235,3,44534.3,5,United Kingdom,1
15750,3,18,6797.191,389,United Kingdom,1
15751,461,11,1380.44,90,United Kingdom,0
15752,40,9,4207.54,359,United Kingdom,1
15753,305,1,79.2,1,United Kingdom,0
15754,51,9,3037.61,114,United Kingdom,1
15755,10,17,5993.12,281,United Kingdom,1
15756,61,4,532.96,160,United Kingdom,0
15757,66,6,2940.36,162,United Kingdom,1
15758,25,1,205.25,9,United Kingdom,0
15759,218,7,830.9300000000001,10,United Kingdom,0
15760,631,2,13916.34,1,Norway,1
15761,443,1,143.05,5,United Kingdom,0
15762,65,2,583.75,37,United Kingdom,0
15763,32,2,1086.92,58,United Kingdom,0
15764,88,8,4503.08,187,United Kingdom,1
15765,667,1,370.63,25,United Kingdom,0
15766,64,3,831.06,21,United Kingdom,0
15768,116,34,15601.09,437,United Kingdom,1
15769,7,46,88704.32,26,United Kingdom,1
15770,613,1,321.45,18,United Kingdom,0
15771,604,3,1006.54,26,United Kingdom,0
15772,418,1,280.88,16,United Kingdom,0
15773,6,2,774.52,46,United Kingdom,0
15774,69,6,1329.94,88,United Kingdom,0
15775,245,2,150.5,9,United Kingdom,0
15776,133,1,241.62,18,United Kingdom,0
15777,241,7,1762.61,29,United Kingdom,0
15778,431,1,307.95,17,United Kingdom,0
15779,463,2,124.08000000000001,8,United Kingdom,0
15780,184,3,475.28000000000003,26,United Kingdom,0
15781,25,3,345.46,20,United Kingdom,0
15782,10,4,4014.1,51,United Kingdom,1
15783,11,1,246.3,14,United Kingdom,0
15784,468,2,848.3299999999999,33,United Kingdom,0
15785,33,16,5969.93,102,United Kingdom,1
15786,46,5,8514.82,358,United Kingdom,1
15787,26,3,948.05,156,United Kingdom,0
15788,509,1,221.82999999999998,14,United Kingdom,0
15789,358,6,1962.01,110,United Kingdom,0
15790,10,1,220.85,34,United Kingdom,0
15791,44,5,3608.34,121,United Kingdom,1
15792,400,2,933.84,57,United Kingdom,0
15793,15,8,2399.57,12,United Kingdom,1
15794,736,2,777.0,15,United Kingdom,0
15795,150,8,1979.8700000000001,111,United Kingdom,0
15796,1,17,5175.83,138,United Kingdom,1
15797,113,6,2821.08,12,United Kingdom,1
15798,493,3,1535.37,73,United Kingdom,0
15799,76,4,1424.29,143,United Kingdom,0
15800,107,7,1242.58,198,United Kingdom,0
15801,46,3,1063.95,61,United Kingdom,0
15802,143,1,451.42,1,United Kingdom,0
15803,51,4,1929.66,48,United Kingdom,0
15804,1,13,4206.39,170,United Kingdom,1
15805,23,30,10189.23,337,United Kingdom,1
15806,46,3,784.58,24,United Kingdom,0
15807,50,5,1817.52,85,United Kingdom,0
15808,306,21,18409.93,348,United Kingdom,1
15809,36,7,1274.44,51,United Kingdom,0
15810,79,8,2999.04,89,United Kingdom,1
15811,22,7,3890.52,205,United Kingdom,1
15812,107,12,5201.47,87,United Kingdom,1
15813,208,2,1303.9099999999999,40,United Kingdom,0
15814,17,6,2634.44,83,United Kingdom,1
15815,64,5,2100.6,33,United Kingdom,0
15816,542,2,144.14999999999998,11,United Kingdom,0
15817,421,3,2766.4,133,United Kingdom,1
15818,588,1,340.5,11,United Kingdom,0
15819,49,10,3934.79,182,United Kingdom,1
15820,320,1,206.98,17,United Kingdom,0
15821,44,2,570.96,57,United Kingdom,0
15822,3,6,1840.06,46,United Kingdom,0
15823,372,3,3897.17,155,United Kingdom,1
15824,453,2,890.94,24,United Kingdom,0
15825,172,1,532.94,20,United Kingdom,0
15826,56,4,2598.28,100,United Kingdom,1
15827,73,28,3794.07,124,United Kingdom,1
15828,375,1,1108.82,74,United Kingdom,0
15829,99,2,636.14,44,United Kingdom,0
15830,38,1,576.0,39,United Kingdom,0
15831,58,3,801.76,63,United Kingdom,0
15832,254,1,836.79,54,United Kingdom,0
15833,738,1,80.4,5,United Kingdom,0
15834,70,7,3772.9900000000002,333,United Kingdom,1
15835,44,4,954.09,47,United Kingdom,0
15836,50,1,137.37,10,United Kingdom,0
15837,65,2,777.01,52,United Kingdom,0
15838,11,34,74163.0,61,United Kingdom,1
15839,33,3,1048.49,56,United Kingdom,0
15840,59,2,355.56,26,United Kingdom,0
15841,73,9,2742.41,60,United Kingdom,1
15842,393,2,548.8,24,United Kingdom,0
15843,304,1,118.95000000000002,8,United Kingdom,0
15844,46,1,130.73999999999998,11,United Kingdom,0
15845,18,11,4426.28,129,United Kingdom,1
15846,385,1,107.01,27,United Kingdom,0
